timestamp,timestampType,partition,offset,key,value,headers,exceededFields
1771970065689,CREATE_TIME,2,178828,40,"{""truck_id"":40,""timestamp"":""2026-02-24T21:54:25.603666+00:00"",""recommended_action"":""continue"",""mean_cost"":12238.12,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12238.12,""mean_cost_components"":{""operating_travel"":341.16,""delay_service"":2390.17,""spoilage"":9506.79}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970065687,CREATE_TIME,2,178827,34,"{""truck_id"":34,""timestamp"":""2026-02-24T21:54:25.603077+00:00"",""recommended_action"":""continue"",""mean_cost"":12176.63,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12176.63,""mean_cost_components"":{""operating_travel"":363.59,""delay_service"":2320.77,""spoilage"":9492.27}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970065683,CREATE_TIME,2,178826,17,"{""truck_id"":17,""timestamp"":""2026-02-24T21:54:25.601389+00:00"",""recommended_action"":""continue"",""mean_cost"":12219.58,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12219.58,""mean_cost_components"":{""operating_travel"":345.92,""delay_service"":2357.79,""spoilage"":9515.87}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970057058,CREATE_TIME,0,178605,49,"{""truck_id"":49,""timestamp"":""2026-02-24T21:54:16.922782+00:00"",""recommended_action"":""continue"",""mean_cost"":11812.5,""all_actions"":[{""action"":""continue"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":11812.5,""mean_cost_components"":{""operating_travel"":337.74,""delay_service"":2256.13,""spoilage"":9218.62}},{""action"":""reroute"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""24.0"",""fixed_cost"":""500.0"",""mean_cost"":12860.87,""mean_cost_components"":{""operating_travel"":343.6,""delay_service"":2378.26,""spoilage"":9639.02}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":18,""chosen_next"":18,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970057054,CREATE_TIME,1,195399,45,"{""truck_id"":45,""timestamp"":""2026-02-24T21:54:16.922540+00:00"",""recommended_action"":""continue"",""mean_cost"":17294.1,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17294.1,""mean_cost_components"":{""operating_travel"":339.53,""delay_service"":2431.04,""spoilage"":14523.53}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970057017,CREATE_TIME,5,166649,0,"{""truck_id"":0,""timestamp"":""2026-02-24T21:54:16.911848+00:00"",""recommended_action"":""continue"",""mean_cost"":16723.75,""all_actions"":[{""action"":""reroute"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""500.0"",""mean_cost"":17516.93,""mean_cost_components"":{""operating_travel"":389.26,""delay_service"":2377.47,""spoilage"":14250.2}},{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":16723.75,""mean_cost_components"":{""operating_travel"":382.7,""delay_service"":2339.92,""spoilage"":14001.13}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970057017,CREATE_TIME,5,166650,13,"{""truck_id"":13,""timestamp"":""2026-02-24T21:54:16.913362+00:00"",""recommended_action"":""continue"",""mean_cost"":16975.47,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":16975.47,""mean_cost_components"":{""operating_travel"":332.66,""delay_service"":2448.77,""spoilage"":14194.04}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970057016,CREATE_TIME,0,178604,28,"{""truck_id"":28,""timestamp"":""2026-02-24T21:54:16.915887+00:00"",""recommended_action"":""continue"",""mean_cost"":12197.82,""all_actions"":[{""action"":""reroute"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""500.0"",""mean_cost"":12723.56,""mean_cost_components"":{""operating_travel"":381.76,""delay_service"":2358.82,""spoilage"":9482.98}},{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12197.82,""mean_cost_components"":{""operating_travel"":375.19,""delay_service"":2351.87,""spoilage"":9470.77}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970057015,CREATE_TIME,0,178603,16,"{""truck_id"":16,""timestamp"":""2026-02-24T21:54:16.913956+00:00"",""recommended_action"":""continue"",""mean_cost"":17248.27,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17248.27,""mean_cost_components"":{""operating_travel"":353.13,""delay_service"":2489.38,""spoilage"":14405.76}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970057014,CREATE_TIME,0,178602,14,"{""truck_id"":14,""timestamp"":""2026-02-24T21:54:16.913433+00:00"",""recommended_action"":""continue"",""mean_cost"":12247.87,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12247.87,""mean_cost_components"":{""operating_travel"":351.58,""delay_service"":2371.73,""spoilage"":9524.56}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970057014,CREATE_TIME,2,178825,29,"{""truck_id"":29,""timestamp"":""2026-02-24T21:54:16.915983+00:00"",""recommended_action"":""continue"",""mean_cost"":12159.45,""all_actions"":[{""action"":""continue"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12159.45,""mean_cost_components"":{""operating_travel"":334.69,""delay_service"":2432.53,""spoilage"":9392.23}},{""action"":""reroute"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""24.0"",""fixed_cost"":""500.0"",""mean_cost"":12891.79,""mean_cost_components"":{""operating_travel"":344.84,""delay_service"":2487.84,""spoilage"":9559.11}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":18,""chosen_next"":18,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970057013,CREATE_TIME,4,175277,35,"{""truck_id"":35,""timestamp"":""2026-02-24T21:54:16.916496+00:00"",""recommended_action"":""continue"",""mean_cost"":17087.21,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17087.21,""mean_cost_components"":{""operating_travel"":344.31,""delay_service"":2482.16,""spoilage"":14260.74}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970057012,CREATE_TIME,4,175276,23,"{""truck_id"":23,""timestamp"":""2026-02-24T21:54:16.914412+00:00"",""recommended_action"":""continue"",""mean_cost"":17167.24,""all_actions"":[{""action"":""reroute"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""500.0"",""mean_cost"":17645.67,""mean_cost_components"":{""operating_travel"":400.47,""delay_service"":2430.13,""spoilage"":14315.07}},{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":17167.24,""mean_cost_components"":{""operating_travel"":378.29,""delay_service"":2444.74,""spoilage"":14344.21}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970057008,CREATE_TIME,4,175275,21,"{""truck_id"":21,""timestamp"":""2026-02-24T21:54:16.914307+00:00"",""recommended_action"":""continue"",""mean_cost"":12220.09,""all_actions"":[{""action"":""reroute"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""500.0"",""mean_cost"":12564.08,""mean_cost_components"":{""operating_travel"":396.78,""delay_service"":2348.62,""spoilage"":9318.69}},{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12220.09,""mean_cost_components"":{""operating_travel"":391.09,""delay_service"":2369.16,""spoilage"":9459.83}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970057005,CREATE_TIME,4,175274,15,"{""truck_id"":15,""timestamp"":""2026-02-24T21:54:16.913878+00:00"",""recommended_action"":""continue"",""mean_cost"":12285.02,""all_actions"":[{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""48.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12285.02,""mean_cost_components"":{""operating_travel"":360.58,""delay_service"":2391.2,""spoilage"":9533.24}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":17,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[19]},""mc_samples"":300}",[],
1771970057003,CREATE_TIME,4,175273,6,"{""truck_id"":6,""timestamp"":""2026-02-24T21:54:16.912631+00:00"",""recommended_action"":""continue"",""mean_cost"":16930.82,""all_actions"":[{""action"":""reroute"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""500.0"",""mean_cost"":17368.09,""mean_cost_components"":{""operating_travel"":""385.0"",""delay_service"":2424.03,""spoilage"":14059.07}},{""action"":""continue"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":16930.82,""mean_cost_components"":{""operating_travel"":384.01,""delay_service"":2430.6,""spoilage"":14116.2}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":19,""chosen_next"":19,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970056999,CREATE_TIME,4,175272,4,"{""truck_id"":4,""timestamp"":""2026-02-24T21:54:16.912311+00:00"",""recommended_action"":""continue"",""mean_cost"":10821.42,""all_actions"":[{""action"":""continue"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":10821.42,""mean_cost_components"":{""operating_travel"":333.43,""delay_service"":2495.67,""spoilage"":7992.33}},{""action"":""reroute"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""24.0"",""fixed_cost"":""500.0"",""mean_cost"":11300.45,""mean_cost_components"":{""operating_travel"":343.03,""delay_service"":2506.48,""spoilage"":7950.94}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":18,""chosen_next"":18,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
1771970056995,CREATE_TIME,3,183090,18,"{""truck_id"":18,""timestamp"":""2026-02-24T21:54:16.914096+00:00"",""recommended_action"":""continue"",""mean_cost"":12415.91,""all_actions"":[{""action"":""continue"",""next_node"":18,""edge_travel_time_min"":""40.0"",""extra_time_min"":""0.0"",""fixed_cost"":""0.0"",""mean_cost"":12415.91,""mean_cost_components"":{""operating_travel"":332.74,""delay_service"":2433.68,""spoilage"":9649.49}},{""action"":""reroute"",""next_node"":19,""edge_travel_time_min"":""64.0"",""extra_time_min"":""24.0"",""fixed_cost"":""500.0"",""mean_cost"":12729.38,""mean_cost_components"":{""operating_travel"":340.33,""delay_service"":2427.84,""spoilage"":9461.2}}],""reason"":""MC_min_cost_over_outgoing_edges"",""route"":{""current_node"":16,""planned_next"":18,""chosen_next"":18,""valid_outgoing_next_nodes"":[18,19]},""mc_samples"":300}",[],
